233.45,7.60,15.21,22.82,30.45,38.08,45.72,53.46,61.21,68.69,76.07,83.65,91.30,98.90,106.67,114.21,122.57,129.55,137.09,144.79,152.27
232.47,7.55,15.10,22.68,30.20,37.75,45.32,52.95,60.70,68.01,75.50,83.12,90.97,99.34,106.63,114.28,121.00,129.36,137.03,145.47,153.15
232.90,7.41,14.82,22.26,29.65,37.17,44.58,51.92,59.48,66.95,74.43,81.92,89.42,97.19,104.50,112.11,119.46,126.98,134.52,142.10,150.25
233.03,5.39,10.79,16.18,21.59,26.95,32.40,37.80,43.27,48.55,54.07,59.62,65.05,70.30,75.84,81.36,86.92,92.39,97.46,103.10,108.82
229.63,5.53,11.07,16.60,22.16,27.73,33.18,38.79,44.31,49.95,55.49,61.04,66.60,72.21,77.47,83.01,88.93,95.03,100.39,105.67,112.04
232.08,5.33,10.67,16.01,21.37,26.73,32.05,37.39,42.75,48.11,53.47,58.88,64.21,69.38,74.99,80.32,85.79,91.33,96.78,101.90,107.30
232.13,8.32,16.65,25.00,33.34,41.70,50.06,58.43,66.84,75.21,83.62,91.68,100.78,109.12,117.36,125.76,134.38,142.79,151.18,159.65,167.56
233.39,5.32,10.65,15.97,21.28,26.68,31.98,37.32,42.73,48.01,53.44,58.71,64.13,69.43,74.80,80.17,85.57,91.31,96.50,101.88,107.17
227.30,16.03,32.12,48.28,64.37,80.21,96.53,113.08,129.16,146.08,162.10,178.36,194.72,208.98,225.41,241.81,260.30,128.45,134.70,137.67,146.21
230.93,5.75,11.50,17.25,23.00,28.76,34.51,40.27,46.04,51.77,57.53,63.39,69.22,74.98,80.61,86.73,92.74,98.60,104.16,110.25,115.95
232.80,7.48,14.96,22.45,30.01,37.48,44.99,52.52,60.04,67.58,75.13,82.56,90.25,97.84,105.64,113.05,120.48,128.17,135.72,142.35,149.93
232.61,8.11,16.24,24.34,32.49,40.68,48.79,56.96,65.11,73.30,81.49,89.69,97.91,105.63,114.72,122.68,131.09,139.36,147.29,155.70,163.80
232.69,5.37,10.74,16.12,21.51,26.89,32.31,37.67,43.11,48.47,53.96,59.35,64.77,70.25,75.65,81.09,86.36,92.07,97.58,102.79,108.43
234.09,7.57,15.15,22.75,30.34,37.97,45.53,53.08,60.78,68.52,75.99,83.72,91.32,99.00,106.70,114.69,121.99,130.10,137.52,145.13,153.42
232.57,4.26,8.53,12.79,17.05,21.35,25.61,29.89,34.18,38.50,42.75,47.03,51.34,55.57,59.77,64.19,68.54,72.85,76.80,81.29,85.32
197.41,4.23,8.46,12.69,16.93,21.17,25.42,29.65,33.85,38.16,42.47,46.65,50.91,55.04,59.39,63.82,67.95,72.24,76.24,80.89,85.10
232.63,5.73,11.47,17.21,22.95,28.70,34.47,40.20,45.97,51.85,57.55,63.25,69.02,74.93,80.46,86.35,92.36,97.81,103.81,109.58,115.69
232.33,4.23,8.47,12.70,16.94,21.16,25.43,29.68,33.91,38.22,42.40,46.70,50.91,55.16,59.41,63.67,67.95,72.10,76.46,80.86,85.04
231.68,7.58,15.17,22.76,30.37,37.98,45.62,53.31,60.97,68.60,76.11,83.96,91.66,99.63,106.84,115.06,122.35,130.18,137.62,145.94,152.64
189.62,4.21,8.42,12.64,16.86,21.08,25.29,29.54,33.74,38.00,42.19,46.45,50.74,54.99,59.24,63.41,67.73,72.00,76.27,80.64,84.44
231.79,5.34,10.69,16.03,21.37,26.74,32.06,37.47,42.81,48.26,53.64,59.04,64.34,69.84,75.23,80.46,85.91,91.41,97.02,101.68,107.74
231.27,5.53,11.07,16.61,22.15,27.72,33.26,38.88,44.40,49.92,55.49,61.05,66.68,72.21,77.75,83.40,89.20,95.09,100.15,105.70,111.39
225.14,5.37,10.75,16.11,21.48,26.89,32.28,37.75,43.06,48.47,53.87,59.27,64.69,70.30,75.66,80.91,86.45,91.80,97.48,102.62,108.11
231.70,7.54,15.09,22.67,30.27,37.83,45.43,53.03,60.64,68.28,75.73,83.35,90.97,99.17,106.28,113.30,121.46,128.48,135.97,145.02,152.28
232.39,8.11,16.24,24.36,32.50,40.59,48.75,56.96,65.13,73.30,81.53,89.65,97.91,106.09,114.71,122.49,131.35,139.77,147.32,155.53,164.33
230.26,5.37,10.75,16.11,21.52,26.91,32.30,37.68,43.05,48.51,53.89,59.36,64.78,70.21,75.74,80.98,86.23,92.10,97.43,102.84,108.16
231.56,5.45,10.90,16.36,21.83,27.29,32.73,38.24,43.71,49.19,54.67,60.16,65.69,71.14,76.67,82.16,87.65,93.17,98.73,104.23,109.24
194.45,7.25,14.50,21.77,29.05,36.35,43.61,50.89,58.20,65.50,72.80,80.08,87.45,94.32,101.64,109.09,117.23,124.48,131.27,139.07,146.34
227.41,7.59,15.19,22.81,30.37,38.00,45.72,53.30,61.01,68.69,76.26,83.76,91.77,99.60,107.18,115.04,122.95,130.05,138.36,146.09,153.99
230.90,7.41,14.83,22.26,29.69,37.13,44.58,52.02,59.48,67.07,74.43,81.91,89.40,96.92,104.43,111.92,119.01,127.00,134.91,141.98,149.78
232.52,5.42,10.85,16.28,21.72,27.16,32.54,38.06,43.51,48.99,54.37,59.70,65.39,70.73,76.31,81.74,87.17,92.27,98.40,104.55,109.42
237.18,7.78,15.57,23.40,31.18,39.00,46.82,54.64,62.59,70.33,78.21,86.07,93.89,101.52,109.68,117.96,125.30,133.37,141.28,149.96,157.18
232.34,4.23,8.46,12.70,16.94,21.18,25.42,29.66,33.85,38.11,42.47,46.66,50.97,55.15,59.52,63.79,67.95,72.25,76.65,80.94,85.08
